path,targets,label
simpsons_dataset\sideshow_bob\pic_0526.jpg,14,sideshow_bob
simpsons_dataset\homer_simpson\pic_0219.jpg,6,homer_simpson
simpsons_dataset\sideshow_bob\pic_0297.jpg,14,sideshow_bob
simpsons_dataset\bart_simpson\pic_0199.jpg,2,bart_simpson
simpsons_dataset\moe_szyslak\pic_0873.jpg,11,moe_szyslak
simpsons_dataset\homer_simpson\pic_1074.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_1800.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_0315.jpg,6,homer_simpson
simpsons_dataset\ned_flanders\pic_1222.jpg,12,ned_flanders
simpsons_dataset\milhouse_van_houten\pic_0261.jpg,10,milhouse_van_houten
simpsons_dataset\sideshow_bob\pic_0239.jpg,14,sideshow_bob
simpsons_dataset\comic_book_guy\pic_0440.jpg,5,comic_book_guy
simpsons_dataset\homer_simpson\pic_1392.jpg,6,homer_simpson
simpsons_dataset\lisa_simpson\pic_0234.jpg,8,lisa_simpson
simpsons_dataset\principal_skinner\pic_0500.jpg,13,principal_skinner
simpsons_dataset\comic_book_guy\pic_0093.jpg,5,comic_book_guy
simpsons_dataset\milhouse_van_houten\pic_0184.jpg,10,milhouse_van_houten
simpsons_dataset\principal_skinner\pic_0085.jpg,13,principal_skinner
simpsons_dataset\ned_flanders\pic_1060.jpg,12,ned_flanders
simpsons_dataset\lisa_simpson\pic_1249.jpg,8,lisa_simpson
simpsons_dataset\sideshow_bob\pic_0073.jpg,14,sideshow_bob
simpsons_dataset\principal_skinner\pic_0645.jpg,13,principal_skinner
simpsons_dataset\abraham_grampa_simpson\pic_0320.jpg,0,abraham_grampa_simpson
simpsons_dataset\homer_simpson\pic_1435.jpg,6,homer_simpson
simpsons_dataset\krusty_the_clown\pic_0998.jpg,7,krusty_the_clown
simpsons_dataset\abraham_grampa_simpson\pic_0020.jpg,0,abraham_grampa_simpson
simpsons_dataset\marge_simpson\pic_0739.jpg,9,marge_simpson
simpsons_dataset\homer_simpson\pic_0714.jpg,6,homer_simpson
simpsons_dataset\chief_wiggum\pic_0516.jpg,4,chief_wiggum
simpsons_dataset\principal_skinner\pic_0220.jpg,13,principal_skinner
simpsons_dataset\milhouse_van_houten\pic_0694.jpg,10,milhouse_van_houten
simpsons_dataset\principal_skinner\pic_0717.jpg,13,principal_skinner
simpsons_dataset\milhouse_van_houten\pic_1052.jpg,10,milhouse_van_houten
simpsons_dataset\moe_szyslak\pic_0411.jpg,11,moe_szyslak
simpsons_dataset\marge_simpson\pic_0018.jpg,9,marge_simpson
simpsons_dataset\ned_flanders\pic_1106.jpg,12,ned_flanders
simpsons_dataset\lisa_simpson\pic_1085.jpg,8,lisa_simpson
simpsons_dataset\chief_wiggum\pic_0408.jpg,4,chief_wiggum
simpsons_dataset\sideshow_bob\pic_0548.jpg,14,sideshow_bob
simpsons_dataset\moe_szyslak\pic_0183.jpg,11,moe_szyslak
simpsons_dataset\milhouse_van_houten\pic_0993.jpg,10,milhouse_van_houten
simpsons_dataset\lisa_simpson\pic_0276.jpg,8,lisa_simpson
simpsons_dataset\chief_wiggum\pic_0316.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1558.jpg,6,homer_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0177.jpg,0,abraham_grampa_simpson
simpsons_dataset\krusty_the_clown\pic_1179.jpg,7,krusty_the_clown
simpsons_dataset\homer_simpson\pic_1148.jpg,6,homer_simpson
simpsons_dataset\krusty_the_clown\pic_0176.jpg,7,krusty_the_clown
simpsons_dataset\ned_flanders\pic_0031.jpg,12,ned_flanders
simpsons_dataset\charles_montgomery_burns\pic_1053.jpg,3,charles_montgomery_burns
simpsons_dataset\lisa_simpson\pic_0511.jpg,8,lisa_simpson
simpsons_dataset\charles_montgomery_burns\pic_0691.jpg,3,charles_montgomery_burns
simpsons_dataset\ned_flanders\pic_1066.jpg,12,ned_flanders
simpsons_dataset\principal_skinner\pic_0946.jpg,13,principal_skinner
simpsons_dataset\chief_wiggum\pic_0371.jpg,4,chief_wiggum
simpsons_dataset\moe_szyslak\pic_0939.jpg,11,moe_szyslak
simpsons_dataset\milhouse_van_houten\pic_0871.jpg,10,milhouse_van_houten
simpsons_dataset\milhouse_van_houten\pic_1068.jpg,10,milhouse_van_houten
simpsons_dataset\homer_simpson\pic_1038.jpg,6,homer_simpson
simpsons_dataset\marge_simpson\pic_1231.jpg,9,marge_simpson
simpsons_dataset\chief_wiggum\pic_0201.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1102.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_0855.jpg,11,moe_szyslak
simpsons_dataset\homer_simpson\pic_2158.jpg,6,homer_simpson
simpsons_dataset\lisa_simpson\pic_1138.jpg,8,lisa_simpson
simpsons_dataset\sideshow_bob\pic_0122.jpg,14,sideshow_bob
simpsons_dataset\charles_montgomery_burns\pic_0395.jpg,3,charles_montgomery_burns
simpsons_dataset\lisa_simpson\pic_0450.jpg,8,lisa_simpson
simpsons_dataset\charles_montgomery_burns\pic_0078.jpg,3,charles_montgomery_burns
simpsons_dataset\bart_simpson\pic_0050.jpg,2,bart_simpson
simpsons_dataset\moe_szyslak\pic_0486.jpg,11,moe_szyslak
simpsons_dataset\principal_skinner\pic_0698.jpg,13,principal_skinner
simpsons_dataset\abraham_grampa_simpson\pic_0842.jpg,0,abraham_grampa_simpson
simpsons_dataset\principal_skinner\pic_0093.jpg,13,principal_skinner
simpsons_dataset\charles_montgomery_burns\pic_0897.jpg,3,charles_montgomery_burns
simpsons_dataset\ned_flanders\pic_0460.jpg,12,ned_flanders
simpsons_dataset\abraham_grampa_simpson\pic_0622.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_0521.jpg,12,ned_flanders
simpsons_dataset\krusty_the_clown\pic_1193.jpg,7,krusty_the_clown
simpsons_dataset\apu_nahasapeemapetilon\pic_0379.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\moe_szyslak\pic_1282.jpg,11,moe_szyslak
simpsons_dataset\ned_flanders\pic_0003.jpg,12,ned_flanders
simpsons_dataset\moe_szyslak\pic_1186.jpg,11,moe_szyslak
simpsons_dataset\comic_book_guy\pic_0387.jpg,5,comic_book_guy
simpsons_dataset\bart_simpson\pic_0537.jpg,2,bart_simpson
simpsons_dataset\milhouse_van_houten\pic_0735.jpg,10,milhouse_van_houten
simpsons_dataset\ned_flanders\pic_1271.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_1262.jpg,12,ned_flanders
simpsons_dataset\charles_montgomery_burns\pic_0850.jpg,3,charles_montgomery_burns
simpsons_dataset\lisa_simpson\pic_0298.jpg,8,lisa_simpson
simpsons_dataset\marge_simpson\pic_0140.jpg,9,marge_simpson
simpsons_dataset\ned_flanders\pic_0699.jpg,12,ned_flanders
simpsons_dataset\homer_simpson\pic_0497.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0038.jpg,2,bart_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0331.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_0406.jpg,12,ned_flanders
simpsons_dataset\moe_szyslak\pic_1424.jpg,11,moe_szyslak
simpsons_dataset\charles_montgomery_burns\pic_1074.jpg,3,charles_montgomery_burns
simpsons_dataset\abraham_grampa_simpson\pic_0602.jpg,0,abraham_grampa_simpson
simpsons_dataset\principal_skinner\pic_0509.jpg,13,principal_skinner
simpsons_dataset\apu_nahasapeemapetilon\pic_0288.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\homer_simpson\pic_0737.jpg,6,homer_simpson
simpsons_dataset\krusty_the_clown\pic_0689.jpg,7,krusty_the_clown
simpsons_dataset\lisa_simpson\pic_0608.jpg,8,lisa_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0255.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\sideshow_bob\pic_0274.jpg,14,sideshow_bob
simpsons_dataset\ned_flanders\pic_1138.jpg,12,ned_flanders
simpsons_dataset\milhouse_van_houten\pic_0003.jpg,10,milhouse_van_houten
simpsons_dataset\ned_flanders\pic_0130.jpg,12,ned_flanders
simpsons_dataset\lisa_simpson\pic_0048.jpg,8,lisa_simpson
simpsons_dataset\homer_simpson\pic_1993.jpg,6,homer_simpson
simpsons_dataset\principal_skinner\pic_0851.jpg,13,principal_skinner
simpsons_dataset\principal_skinner\pic_0191.jpg,13,principal_skinner
simpsons_dataset\lisa_simpson\pic_0509.jpg,8,lisa_simpson
simpsons_dataset\chief_wiggum\pic_0518.jpg,4,chief_wiggum
simpsons_dataset\milhouse_van_houten\pic_0892.jpg,10,milhouse_van_houten
simpsons_dataset\ned_flanders\pic_0282.jpg,12,ned_flanders
simpsons_dataset\chief_wiggum\pic_0075.jpg,4,chief_wiggum
simpsons_dataset\milhouse_van_houten\pic_0603.jpg,10,milhouse_van_houten
simpsons_dataset\charles_montgomery_burns\pic_0662.jpg,3,charles_montgomery_burns
simpsons_dataset\homer_simpson\pic_1195.jpg,6,homer_simpson
simpsons_dataset\ned_flanders\pic_0646.jpg,12,ned_flanders
simpsons_dataset\moe_szyslak\pic_1320.jpg,11,moe_szyslak
simpsons_dataset\homer_simpson\pic_2004.jpg,6,homer_simpson
simpsons_dataset\principal_skinner\pic_0781.jpg,13,principal_skinner
simpsons_dataset\principal_skinner\pic_0747.jpg,13,principal_skinner
simpsons_dataset\lisa_simpson\pic_1285.jpg,8,lisa_simpson
simpsons_dataset\lisa_simpson\pic_1185.jpg,8,lisa_simpson
simpsons_dataset\homer_simpson\pic_0764.jpg,6,homer_simpson
simpsons_dataset\ned_flanders\pic_0068.jpg,12,ned_flanders
simpsons_dataset\comic_book_guy\pic_0048.jpg,5,comic_book_guy
simpsons_dataset\lisa_simpson\pic_1209.jpg,8,lisa_simpson
simpsons_dataset\homer_simpson\pic_0943.jpg,6,homer_simpson
simpsons_dataset\lisa_simpson\pic_0419.jpg,8,lisa_simpson
simpsons_dataset\principal_skinner\pic_0305.jpg,13,principal_skinner
simpsons_dataset\charles_montgomery_burns\pic_0027.jpg,3,charles_montgomery_burns
simpsons_dataset\milhouse_van_houten\pic_0536.jpg,10,milhouse_van_houten
simpsons_dataset\homer_simpson\pic_1010.jpg,6,homer_simpson
simpsons_dataset\lisa_simpson\pic_1047.jpg,8,lisa_simpson
simpsons_dataset\milhouse_van_houten\pic_0544.jpg,10,milhouse_van_houten
simpsons_dataset\marge_simpson\pic_0653.jpg,9,marge_simpson
simpsons_dataset\chief_wiggum\pic_0971.jpg,4,chief_wiggum
simpsons_dataset\marge_simpson\pic_0489.jpg,9,marge_simpson
simpsons_dataset\moe_szyslak\pic_0862.jpg,11,moe_szyslak
simpsons_dataset\homer_simpson\pic_0601.jpg,6,homer_simpson
simpsons_dataset\lisa_simpson\pic_0473.jpg,8,lisa_simpson
simpsons_dataset\marge_simpson\pic_0816.jpg,9,marge_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0227.jpg,0,abraham_grampa_simpson
simpsons_dataset\marge_simpson\pic_1084.jpg,9,marge_simpson
simpsons_dataset\sideshow_bob\pic_0799.jpg,14,sideshow_bob
simpsons_dataset\krusty_the_clown\pic_0059.jpg,7,krusty_the_clown
simpsons_dataset\homer_simpson\pic_0036.jpg,6,homer_simpson
simpsons_dataset\charles_montgomery_burns\pic_0623.jpg,3,charles_montgomery_burns
simpsons_dataset\milhouse_van_houten\pic_0103.jpg,10,milhouse_van_houten
simpsons_dataset\marge_simpson\pic_0626.jpg,9,marge_simpson
simpsons_dataset\comic_book_guy\pic_0299.jpg,5,comic_book_guy
simpsons_dataset\moe_szyslak\pic_0503.jpg,11,moe_szyslak
simpsons_dataset\charles_montgomery_burns\pic_0891.jpg,3,charles_montgomery_burns
simpsons_dataset\moe_szyslak\pic_0983.jpg,11,moe_szyslak
simpsons_dataset\milhouse_van_houten\pic_0264.jpg,10,milhouse_van_houten
simpsons_dataset\chief_wiggum\pic_0000.jpg,4,chief_wiggum
simpsons_dataset\lisa_simpson\pic_1001.jpg,8,lisa_simpson
simpsons_dataset\ned_flanders\pic_0567.jpg,12,ned_flanders
simpsons_dataset\chief_wiggum\pic_0529.jpg,4,chief_wiggum
simpsons_dataset\milhouse_van_houten\pic_0430.jpg,10,milhouse_van_houten
simpsons_dataset\sideshow_bob\pic_0533.jpg,14,sideshow_bob
simpsons_dataset\abraham_grampa_simpson\pic_0191.jpg,0,abraham_grampa_simpson
simpsons_dataset\bart_simpson\pic_0964.jpg,2,bart_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0045.jpg,0,abraham_grampa_simpson
simpsons_dataset\marge_simpson\pic_1262.jpg,9,marge_simpson
simpsons_dataset\homer_simpson\pic_0329.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_1428.jpg,6,homer_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0051.jpg,0,abraham_grampa_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0222.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\homer_simpson\pic_0899.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_0797.jpg,11,moe_szyslak
simpsons_dataset\lisa_simpson\pic_0460.jpg,8,lisa_simpson
simpsons_dataset\comic_book_guy\pic_0451.jpg,5,comic_book_guy
simpsons_dataset\bart_simpson\pic_1315.jpg,2,bart_simpson
simpsons_dataset\ned_flanders\pic_1076.jpg,12,ned_flanders
simpsons_dataset\comic_book_guy\pic_0055.jpg,5,comic_book_guy
simpsons_dataset\moe_szyslak\pic_1153.jpg,11,moe_szyslak
simpsons_dataset\abraham_grampa_simpson\pic_0580.jpg,0,abraham_grampa_simpson
simpsons_dataset\milhouse_van_houten\pic_0525.jpg,10,milhouse_van_houten
simpsons_dataset\comic_book_guy\pic_0294.jpg,5,comic_book_guy
simpsons_dataset\principal_skinner\pic_0494.jpg,13,principal_skinner
simpsons_dataset\homer_simpson\pic_0467.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_1233.jpg,11,moe_szyslak
simpsons_dataset\chief_wiggum\pic_0891.jpg,4,chief_wiggum
simpsons_dataset\principal_skinner\pic_0629.jpg,13,principal_skinner
simpsons_dataset\milhouse_van_houten\pic_0725.jpg,10,milhouse_van_houten
simpsons_dataset\lisa_simpson\pic_0262.jpg,8,lisa_simpson
simpsons_dataset\charles_montgomery_burns\pic_1022.jpg,3,charles_montgomery_burns
simpsons_dataset\milhouse_van_houten\pic_0332.jpg,10,milhouse_van_houten
simpsons_dataset\ned_flanders\pic_0736.jpg,12,ned_flanders
simpsons_dataset\homer_simpson\pic_0135.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_0471.jpg,6,homer_simpson
simpsons_dataset\marge_simpson\pic_1267.jpg,9,marge_simpson
simpsons_dataset\homer_simpson\pic_0290.jpg,6,homer_simpson
simpsons_dataset\chief_wiggum\pic_0359.jpg,4,chief_wiggum
simpsons_dataset\moe_szyslak\pic_0290.jpg,11,moe_szyslak
simpsons_dataset\krusty_the_clown\pic_0291.jpg,7,krusty_the_clown
simpsons_dataset\charles_montgomery_burns\pic_0148.jpg,3,charles_montgomery_burns
simpsons_dataset\marge_simpson\pic_0317.jpg,9,marge_simpson
simpsons_dataset\principal_skinner\pic_0118.jpg,13,principal_skinner
simpsons_dataset\chief_wiggum\pic_0237.jpg,4,chief_wiggum
simpsons_dataset\marge_simpson\pic_0285.jpg,9,marge_simpson
simpsons_dataset\marge_simpson\pic_0746.jpg,9,marge_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0198.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\ned_flanders\pic_0585.jpg,12,ned_flanders
simpsons_dataset\moe_szyslak\pic_1161.jpg,11,moe_szyslak
simpsons_dataset\bart_simpson\pic_0724.jpg,2,bart_simpson
simpsons_dataset\marge_simpson\pic_0076.jpg,9,marge_simpson
simpsons_dataset\lisa_simpson\pic_1078.jpg,8,lisa_simpson
simpsons_dataset\moe_szyslak\pic_0557.jpg,11,moe_szyslak
simpsons_dataset\marge_simpson\pic_0974.jpg,9,marge_simpson
simpsons_dataset\krusty_the_clown\pic_0922.jpg,7,krusty_the_clown
simpsons_dataset\lisa_simpson\pic_1265.jpg,8,lisa_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0022.jpg,0,abraham_grampa_simpson
simpsons_dataset\principal_skinner\pic_0868.jpg,13,principal_skinner
simpsons_dataset\lisa_simpson\pic_1050.jpg,8,lisa_simpson
simpsons_dataset\moe_szyslak\pic_1262.jpg,11,moe_szyslak
simpsons_dataset\milhouse_van_houten\pic_0828.jpg,10,milhouse_van_houten
simpsons_dataset\principal_skinner\pic_0050.jpg,13,principal_skinner
simpsons_dataset\homer_simpson\pic_2034.jpg,6,homer_simpson
simpsons_dataset\sideshow_bob\pic_0780.jpg,14,sideshow_bob
simpsons_dataset\krusty_the_clown\pic_0232.jpg,7,krusty_the_clown
simpsons_dataset\ned_flanders\pic_0878.jpg,12,ned_flanders
simpsons_dataset\bart_simpson\pic_0642.jpg,2,bart_simpson
simpsons_dataset\lisa_simpson\pic_0683.jpg,8,lisa_simpson
simpsons_dataset\sideshow_bob\pic_0323.jpg,14,sideshow_bob
simpsons_dataset\sideshow_bob\pic_0530.jpg,14,sideshow_bob
simpsons_dataset\ned_flanders\pic_0258.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_0501.jpg,12,ned_flanders
simpsons_dataset\abraham_grampa_simpson\pic_0825.jpg,0,abraham_grampa_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0602.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\lisa_simpson\pic_1188.jpg,8,lisa_simpson
simpsons_dataset\milhouse_van_houten\pic_0071.jpg,10,milhouse_van_houten
simpsons_dataset\lisa_simpson\pic_0675.jpg,8,lisa_simpson
simpsons_dataset\ned_flanders\pic_0100.jpg,12,ned_flanders
simpsons_dataset\marge_simpson\pic_0499.jpg,9,marge_simpson
simpsons_dataset\milhouse_van_houten\pic_0978.jpg,10,milhouse_van_houten
simpsons_dataset\apu_nahasapeemapetilon\pic_0111.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\sideshow_bob\pic_0777.jpg,14,sideshow_bob
simpsons_dataset\lisa_simpson\pic_1076.jpg,8,lisa_simpson
simpsons_dataset\chief_wiggum\pic_0890.jpg,4,chief_wiggum
simpsons_dataset\marge_simpson\pic_0924.jpg,9,marge_simpson
simpsons_dataset\ned_flanders\pic_0104.jpg,12,ned_flanders
simpsons_dataset\milhouse_van_houten\pic_0142.jpg,10,milhouse_van_houten
simpsons_dataset\moe_szyslak\pic_0064.jpg,11,moe_szyslak
simpsons_dataset\abraham_grampa_simpson\pic_0262.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_1370.jpg,12,ned_flanders
simpsons_dataset\chief_wiggum\pic_0551.jpg,4,chief_wiggum
simpsons_dataset\sideshow_bob\pic_0009.jpg,14,sideshow_bob
simpsons_dataset\lisa_simpson\pic_0412.jpg,8,lisa_simpson
simpsons_dataset\sideshow_bob\pic_0063.jpg,14,sideshow_bob
simpsons_dataset\homer_simpson\pic_1897.jpg,6,homer_simpson
simpsons_dataset\charles_montgomery_burns\pic_1045.jpg,3,charles_montgomery_burns
simpsons_dataset\sideshow_bob\pic_0824.jpg,14,sideshow_bob
simpsons_dataset\lisa_simpson\pic_0818.jpg,8,lisa_simpson
simpsons_dataset\lisa_simpson\pic_0777.jpg,8,lisa_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0470.jpg,0,abraham_grampa_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0079.jpg,0,abraham_grampa_simpson
simpsons_dataset\homer_simpson\pic_0908.jpg,6,homer_simpson
simpsons_dataset\chief_wiggum\pic_0277.jpg,4,chief_wiggum
simpsons_dataset\charles_montgomery_burns\pic_1190.jpg,3,charles_montgomery_burns
simpsons_dataset\charles_montgomery_burns\pic_0831.jpg,3,charles_montgomery_burns
simpsons_dataset\krusty_the_clown\pic_0487.jpg,7,krusty_the_clown
simpsons_dataset\homer_simpson\pic_2046.jpg,6,homer_simpson
simpsons_dataset\principal_skinner\pic_0888.jpg,13,principal_skinner
simpsons_dataset\sideshow_bob\pic_0058.jpg,14,sideshow_bob
simpsons_dataset\moe_szyslak\pic_0003.jpg,11,moe_szyslak
simpsons_dataset\bart_simpson\pic_0541.jpg,2,bart_simpson
simpsons_dataset\marge_simpson\pic_0193.jpg,9,marge_simpson
simpsons_dataset\milhouse_van_houten\pic_0520.jpg,10,milhouse_van_houten
simpsons_dataset\marge_simpson\pic_0805.jpg,9,marge_simpson
simpsons_dataset\homer_simpson\pic_1562.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0337.jpg,2,bart_simpson
simpsons_dataset\chief_wiggum\pic_0600.jpg,4,chief_wiggum
simpsons_dataset\chief_wiggum\pic_0536.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1539.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_0676.jpg,11,moe_szyslak
simpsons_dataset\abraham_grampa_simpson\pic_0738.jpg,0,abraham_grampa_simpson
simpsons_dataset\charles_montgomery_burns\pic_0871.jpg,3,charles_montgomery_burns
simpsons_dataset\principal_skinner\pic_0225.jpg,13,principal_skinner
simpsons_dataset\comic_book_guy\pic_0463.jpg,5,comic_book_guy
simpsons_dataset\lisa_simpson\pic_0493.jpg,8,lisa_simpson
simpsons_dataset\sideshow_bob\pic_0698.jpg,14,sideshow_bob
simpsons_dataset\ned_flanders\pic_1301.jpg,12,ned_flanders
simpsons_dataset\homer_simpson\pic_0690.jpg,6,homer_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0080.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\homer_simpson\pic_0145.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_1161.jpg,2,bart_simpson
simpsons_dataset\lisa_simpson\pic_0971.jpg,8,lisa_simpson
simpsons_dataset\marge_simpson\pic_0745.jpg,9,marge_simpson
simpsons_dataset\moe_szyslak\pic_1295.jpg,11,moe_szyslak
simpsons_dataset\charles_montgomery_burns\pic_0480.jpg,3,charles_montgomery_burns
simpsons_dataset\moe_szyslak\pic_0164.jpg,11,moe_szyslak
simpsons_dataset\ned_flanders\pic_0182.jpg,12,ned_flanders
simpsons_dataset\abraham_grampa_simpson\pic_0899.jpg,0,abraham_grampa_simpson
simpsons_dataset\chief_wiggum\pic_0358.jpg,4,chief_wiggum
simpsons_dataset\sideshow_bob\pic_0528.jpg,14,sideshow_bob
simpsons_dataset\bart_simpson\pic_1047.jpg,2,bart_simpson
simpsons_dataset\moe_szyslak\pic_0567.jpg,11,moe_szyslak
simpsons_dataset\sideshow_bob\pic_0226.jpg,14,sideshow_bob
simpsons_dataset\homer_simpson\pic_1850.jpg,6,homer_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0156.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\bart_simpson\pic_0403.jpg,2,bart_simpson
simpsons_dataset\marge_simpson\pic_0802.jpg,9,marge_simpson
simpsons_dataset\ned_flanders\pic_0184.jpg,12,ned_flanders
simpsons_dataset\chief_wiggum\pic_0490.jpg,4,chief_wiggum
simpsons_dataset\ned_flanders\pic_0248.jpg,12,ned_flanders
simpsons_dataset\milhouse_van_houten\pic_0851.jpg,10,milhouse_van_houten
simpsons_dataset\marge_simpson\pic_0760.jpg,9,marge_simpson
simpsons_dataset\charles_montgomery_burns\pic_0399.jpg,3,charles_montgomery_burns
simpsons_dataset\lisa_simpson\pic_1287.jpg,8,lisa_simpson
simpsons_dataset\marge_simpson\pic_0027.jpg,9,marge_simpson
simpsons_dataset\homer_simpson\pic_1757.jpg,6,homer_simpson
simpsons_dataset\ned_flanders\pic_1135.jpg,12,ned_flanders
simpsons_dataset\bart_simpson\pic_0071.jpg,2,bart_simpson
simpsons_dataset\krusty_the_clown\pic_0359.jpg,7,krusty_the_clown
simpsons_dataset\chief_wiggum\pic_0852.jpg,4,chief_wiggum
simpsons_dataset\charles_montgomery_burns\pic_0402.jpg,3,charles_montgomery_burns
simpsons_dataset\chief_wiggum\pic_0590.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1779.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_1766.jpg,6,homer_simpson
simpsons_dataset\krusty_the_clown\pic_1184.jpg,7,krusty_the_clown
simpsons_dataset\bart_simpson\pic_1340.jpg,2,bart_simpson
simpsons_dataset\moe_szyslak\pic_0950.jpg,11,moe_szyslak
simpsons_dataset\ned_flanders\pic_0075.jpg,12,ned_flanders
simpsons_dataset\comic_book_guy\pic_0171.jpg,5,comic_book_guy
simpsons_dataset\milhouse_van_houten\pic_0336.jpg,10,milhouse_van_houten
simpsons_dataset\marge_simpson\pic_1287.jpg,9,marge_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0190.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\charles_montgomery_burns\pic_0865.jpg,3,charles_montgomery_burns
simpsons_dataset\marge_simpson\pic_0162.jpg,9,marge_simpson
simpsons_dataset\sideshow_bob\pic_0478.jpg,14,sideshow_bob
simpsons_dataset\bart_simpson\pic_0285.jpg,2,bart_simpson
simpsons_dataset\marge_simpson\pic_0155.jpg,9,marge_simpson
simpsons_dataset\moe_szyslak\pic_0911.jpg,11,moe_szyslak
simpsons_dataset\bart_simpson\pic_0629.jpg,2,bart_simpson
simpsons_dataset\milhouse_van_houten\pic_0914.jpg,10,milhouse_van_houten
simpsons_dataset\bart_simpson\pic_1169.jpg,2,bart_simpson
simpsons_dataset\krusty_the_clown\pic_0207.jpg,7,krusty_the_clown
simpsons_dataset\ned_flanders\pic_0844.jpg,12,ned_flanders
simpsons_dataset\apu_nahasapeemapetilon\pic_0302.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\chief_wiggum\pic_0088.jpg,4,chief_wiggum
simpsons_dataset\abraham_grampa_simpson\pic_0898.jpg,0,abraham_grampa_simpson
simpsons_dataset\chief_wiggum\pic_0906.jpg,4,chief_wiggum
simpsons_dataset\moe_szyslak\pic_1027.jpg,11,moe_szyslak
simpsons_dataset\apu_nahasapeemapetilon\pic_0101.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\charles_montgomery_burns\pic_0472.jpg,3,charles_montgomery_burns
simpsons_dataset\moe_szyslak\pic_1341.jpg,11,moe_szyslak
simpsons_dataset\ned_flanders\pic_1367.jpg,12,ned_flanders
simpsons_dataset\bart_simpson\pic_1282.jpg,2,bart_simpson
simpsons_dataset\lisa_simpson\pic_0859.jpg,8,lisa_simpson
simpsons_dataset\sideshow_bob\pic_0318.jpg,14,sideshow_bob
simpsons_dataset\moe_szyslak\pic_0291.jpg,11,moe_szyslak
simpsons_dataset\apu_nahasapeemapetilon\pic_0034.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\bart_simpson\pic_0289.jpg,2,bart_simpson
simpsons_dataset\ned_flanders\pic_0553.jpg,12,ned_flanders
simpsons_dataset\apu_nahasapeemapetilon\pic_0552.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\moe_szyslak\pic_1202.jpg,11,moe_szyslak
simpsons_dataset\apu_nahasapeemapetilon\pic_0538.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\krusty_the_clown\pic_0241.jpg,7,krusty_the_clown
simpsons_dataset\principal_skinner\pic_0497.jpg,13,principal_skinner
simpsons_dataset\bart_simpson\pic_0027.jpg,2,bart_simpson
simpsons_dataset\sideshow_bob\pic_0529.jpg,14,sideshow_bob
simpsons_dataset\principal_skinner\pic_0808.jpg,13,principal_skinner
